No,관리분류군,정이명여부,학명,대표국명,명명자,명명년도,Phylum,,Class,,Order,,Family,,Genus,,SubGenus,,Species,,콘텐츠 여부,URL
79,조류,정명,"Fregata ariel (G.R.Gray, 1845)",군함조,,,Chordata,척삭동물문,Aves,조강,Pelecaniformes,사다새목,Fregatidae,군함조과,Fregata,군함조속,,,ariel,군함조,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001553
80,조류,정명,"Pelecanus onocrotalus Linnaeus, 1758",큰사다새,Linnaeus,1758,Chordata,척삭동물문,Aves,조강,Pelecaniformes,사다새목,Pelecanidae,사다새과,Pelecanus,사다새속,,,onocrotalus,큰사다새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001556
81,조류,정명,"Pelecanus crispus Bruch, 1832",사다새,Bruch,1832,Chordata,척삭동물문,Aves,조강,Pelecaniformes,사다새목,Pelecanidae,사다새과,Pelecanus,사다새속,,,crispus,사다새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001557
82,조류,정명,"Sula dactylatra Lesson, 1831",푸른얼굴얼가니새,Lesson,1831,Chordata,척삭동물문,Aves,조강,Pelecaniformes,사다새목,Sulidae,얼가니새과,Sula,얼가니새속,,,dactylatra,푸른얼굴얼가니새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001560
83,조류,정명,"Sula sula (Linnaeus, 1766)",붉은발얼가니새,,,Chordata,척삭동물문,Aves,조강,Pelecaniformes,사다새목,Sulidae,얼가니새과,Sula,얼가니새속,,,sula,붉은발얼가니새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001561
84,조류,정명,"Sula leucogaster (Boddaert, 1783)",갈색얼가니새,,,Chordata,척삭동물문,Aves,조강,Pelecaniformes,사다새목,Sulidae,얼가니새과,Sula,얼가니새속,,,leucogaster,갈색얼가니새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001562
85,조류,정명,"Phalacrocorax carbo (Linnaeus, 1758)",민물가마우지,,,Chordata,척삭동물문,Aves,조강,Pelecaniformes,사다새목,Phalacrocoracidae,가마우지과,Phalacrocorax,가마우지속,,,carbo,민물가마우지,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001565
86,조류,정명,"Phalacrocorax capillatus (Temminck & Schlegel, 1850)",가마우지,,,Chordata,척삭동물문,Aves,조강,Pelecaniformes,사다새목,Phalacrocoracidae,가마우지과,Phalacrocorax,가마우지속,,,capillatus,가마우지,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001566
87,조류,정명,"Phalacrocorax pelagicus Pallas, 1811",쇠가마우지,Pallas,1811,Chordata,척삭동물문,Aves,조강,Pelecaniformes,사다새목,Phalacrocoracidae,가마우지과,Phalacrocorax,가마우지속,,,pelagicus,쇠가마우지,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001567
88,조류,정명,"Phalacrocorax urile (Gmelin, 1789)",붉은뺨가마우지,,,Chordata,척삭동물문,Aves,조강,Pelecaniformes,사다새목,Phalacrocoracidae,가마우지과,Phalacrocorax,가마우지속,,,urile,붉은뺨가마우지,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001568
89,조류,정명,"Falco tinnunculus Linnaeus, 1758",황조롱이,Linnaeus,1758,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Falconidae,매과,Falco,매속,,,tinnunculus,황조롱이,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001572
90,조류,정명,"Falco amurensis Radde, 1863",비둘기조롱이,Radde,1863,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Falconidae,매과,Falco,매속,,,amurensis,비둘기조롱이,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001573
91,조류,정명,"Falco columbarius Linnaeus, 1758",쇠황조롱이,Linnaeus,1758,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Falconidae,매과,Falco,매속,,,columbarius,쇠황조롱이,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001574
92,조류,정명,"Falco subbuteo Linnaeus, 1758",새호리기,Linnaeus,1758,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Falconidae,매과,Falco,매속,,,subbuteo,새호리기,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001575
93,조류,정명,"Falco cherrug J.E.Gray, 1834",헨다손매,J.E.Gray,1834,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Falconidae,매과,Falco,매속,,,cherrug,헨다손매,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001576
94,조류,정명,"Falco rusticolus Linnaeus, 1758",흰매,Linnaeus,1758,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Falconidae,매과,Falco,매속,,,rusticolus,흰매,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001577
95,조류,정명,"Falco peregrinus Tunstall, 1771",매,Tunstall,1771,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Falconidae,매과,Falco,매속,,,peregrinus,매,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001578
96,조류,정명,"Pandion haliaetus (Linnaeus, 1758)",물수리,,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Pandion,물수리속,,,haliaetus,물수리,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001581
97,조류,정명,"Pernis ptilorhynchus (Temminck, 1821)",벌매,,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Pernis,벌매속,,,ptilorhynchus,벌매,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001583
98,조류,정명,"Milvus migrans (Boddaert, 1783)",솔개,,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Milvus,솔개속,,,migrans,솔개,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001585
99,조류,정명,"Haliaeetus albicilla (Linnaeus, 1758)",흰꼬리수리,,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Haliaeetus,흰꼬리수리속,,,albicilla,흰꼬리수리,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001587
100,조류,정명,"Haliaeetus pelagicus (Pallas, 1811)",참수리,,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Haliaeetus,흰꼬리수리속,,,pelagicus,참수리,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001588
101,조류,정명,"Gypaetus barbatus (Linnaeus, 1758)",수염수리,,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Gypaetus,수염수리속,,,barbatus,수염수리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001590
102,조류,정명,"Gyps himalayensis Hume, 1869",고산대머리수리,Hume,1869,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Gyps,고산대머리수리속,,,himalayensis,고산대머리수리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001592
103,조류,정명,"Aegypius monachus (Linnaeus, 1766)",독수리,,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Aegypius,독수리속,,,monachus,독수리,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001594
104,조류,정명,"Spilornis cheela (Latham, 1790)",관수리,,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Spilornis,관수리속,,,cheela,관수리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001596
105,조류,정명,"Circus spilonotus Kaup, 1847",개구리매,Kaup,1847,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Circus,개구리매속,,,spilonotus,개구리매,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001598
106,조류,정명,"Circus cyaneus (Linnaeus, 1766)",잿빛개구리매,,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Circus,개구리매속,,,cyaneus,잿빛개구리매,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001599
107,조류,정명,"Circus melanoleucos (Pennant, 1769)",알락개구리매,,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Circus,개구리매속,,,melanoleucos,알락개구리매,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001600
108,조류,정명,"Accipiter soloensis (Horsfield, 1821)",붉은배새매,,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Accipiter,새매속,,,soloensis,붉은배새매,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001602
109,조류,정명,"Accipiter gularis (Temminck and Schlegel, 1844)",조롱이,,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Accipiter,새매속,,,gularis,조롱이,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001603
110,조류,정명,"Accipiter nisus (Linnaeus, 1758)",새매,,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Accipiter,새매속,,,nisus,새매,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001604
111,조류,정명,"Accipiter gentilis (Linnaeus, 1758)",참매,,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Accipiter,새매속,,,gentilis,참매,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001605
112,조류,정명,"Butastur indicus (Gmelin, 1788)",왕새매,,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Butastur,왕새매속,,,indicus,왕새매,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001607
113,조류,정명,"Buteo hemilasius Temminck & Schlegel, 1844",큰말똥가리,Temminck & Schlegel,1844,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Buteo,말똥가리속,,,hemilasius,큰말똥가리,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001610
114,조류,정명,"Buteo lagopus (Pontoppidan, 1763)",털발말똥가리,,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Buteo,말똥가리속,,,lagopus,털발말똥가리,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001611
115,조류,정명,"Aquila nipalensis Hodgson, 1833",초원수리,Hodgson,1833,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Aquila,검독수리속,,,nipalensis,초원수리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001614
116,조류,정명,"Aquila heliaca Savigny, 1809",흰죽지수리,Savigny,1809,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Aquila,검독수리속,,,heliaca,흰죽지수리,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001615
117,조류,정명,"Aquila chrysaetos (Linnaeus, 1758)",검독수리,,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Aquila,검독수리속,,,chrysaetos,검독수리,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001616
118,조류,정명,"Hieraaetus pennatus (Gmelin, 1788)",흰점어깨수리,,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Hieraaetus,흰점어깨수리속,,,pennatus,흰점어깨수리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001620
119,조류,정명,"Otis tarda Linnaeus, 1758",느시,Linnaeus,1758,Chordata,척삭동물문,Aves,조강,Gruiformes,두루미목,Otidae,느시과,Otis,느시속,,,tarda,느시,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001626
120,조류,정명,"Coturnicops exquisitus (Swinhoe, 1873)",알락뜸부기,,,Chordata,척삭동물문,Aves,조강,Gruiformes,두루미목,Rallidae,뜸부기과,Coturnicops,알락뜸부기속,,,exquisitus,알락뜸부기,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001629
121,조류,정명,"Amaurornis phoenicurus (Pennant, 1769)",흰배뜸부기,,,Chordata,척삭동물문,Aves,조강,Gruiformes,두루미목,Rallidae,뜸부기과,Amaurornis,흰배뜸부기속,,,phoenicurus,흰배뜸부기,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001633
122,조류,정명,"Gallicrex cinerea (Gmelin, 1789)",뜸부기,,,Chordata,척삭동물문,Aves,조강,Gruiformes,두루미목,Rallidae,뜸부기과,Gallicrex,뜸부기속,,,cinerea,뜸부기,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001639
123,조류,정명,"Gallinula chloropus (Linnaeus, 1758)",쇠물닭,,,Chordata,척삭동물문,Aves,조강,Gruiformes,두루미목,Rallidae,뜸부기과,Gallinula,쇠물닭속,,,chloropus,쇠물닭,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001641
124,조류,정명,"Fulica atra Linnaeus, 1758",물닭,Linnaeus,1758,Chordata,척삭동물문,Aves,조강,Gruiformes,두루미목,Rallidae,뜸부기과,Fulica,물닭속,,,atra,물닭,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001643
125,조류,정명,"Grus canadensis (Linnaeus, 1758)",캐나다두루미,,,Chordata,척삭동물문,Aves,조강,Gruiformes,두루미목,Gruidae,두루미과,Grus,두루미속,,,canadensis,캐나다두루미,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001649
126,조류,정명,"Grus vipio Pallas, 1811",재두루미,Pallas,1811,Chordata,척삭동물문,Aves,조강,Gruiformes,두루미목,Gruidae,두루미과,Grus,두루미속,,,vipio,재두루미,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001650
127,조류,정명,"Grus grus (Linnaeus, 1758)",검은목두루미,,,Chordata,척삭동물문,Aves,조강,Gruiformes,두루미목,Gruidae,두루미과,Grus,두루미속,,,grus,검은목두루미,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001651
128,조류,정명,"Grus monacha Temminck, 1835",흑두루미,Temminck,1835,Chordata,척삭동물문,Aves,조강,Gruiformes,두루미목,Gruidae,두루미과,Grus,두루미속,,,monacha,흑두루미,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001652
129,조류,정명,"Grus japonensis (P.L.S.M?ller, 1776)",두루미,,,Chordata,척삭동물문,Aves,조강,Gruiformes,두루미목,Gruidae,두루미과,Grus,두루미속,,,japonensis,두루미,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001653
130,조류,정명,"Turnix tanki Blyth, 1843",세가락메추라기,Blyth,1843,Chordata,척삭동물문,Aves,조강,Turniciformes,세가락메추라기목,Turnicidae,세가락메추라기과,Turnix,세가락메추라기속,,,tanki,세가락메추라기,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001657
131,조류,정명,"Haematopus ostralegus Linnaeus, 1758",검은머리물떼새,Linnaeus,1758,Chordata,척삭동물문,Aves,조강,Charadriiformes,도요목,Haematopodidae,검은머리물떼새과,Haematopus,검은머리물떼새속,,,ostralegus,검은머리물떼새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001661
132,조류,정명,"Himantopus himantopus (Linnaeus, 1758)",장다리물떼새,,,Chordata,척삭동물문,Aves,조강,Charadriiformes,도요목,Recurvirostridae,장다리물떼새과,Himantopus,장다리물떼새속,,,himantopus,장다리물떼새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001664
133,조류,정명,"Recurvirostra avosetta Linnaeus, 1758",뒷부리장다리물떼새,Linnaeus,1758,Chordata,척삭동물문,Aves,조강,Charadriiformes,도요목,Recurvirostridae,장다리물떼새과,Recurvirostra,뒷부리장다리물떼새속,,,avosetta,뒷부리장다리물떼새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001666
134,조류,정명,"Vanellus vanellus (Linnaeus, 1758)",댕기물떼새,,,Chordata,척삭동물문,Aves,조강,Charadriiformes,도요목,Charadriidae,물떼새과,Vanellus,댕기물떼새속,,,vanellus,댕기물떼새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001669
135,조류,정명,"Vanellus cinereus (Blyth, 1842)",민댕기물떼새,,,Chordata,척삭동물문,Aves,조강,Charadriiformes,도요목,Charadriidae,물떼새과,Vanellus,댕기물떼새속,,,cinereus,민댕기물떼새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001670
136,조류,정명,"Pluvialis fulva (Gmelin, 1789)",검은가슴물떼새,,,Chordata,척삭동물문,Aves,조강,Charadriiformes,도요목,Charadriidae,물떼새과,Pluvialis,개꿩속,,,fulva,검은가슴물떼새,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001672
137,조류,정명,"Pluvialis squatarola (Linnaeus, 1758)",개꿩,,,Chordata,척삭동물문,Aves,조강,Charadriiformes,도요목,Charadriidae,물떼새과,Pluvialis,개꿩속,,,squatarola,개꿩,O,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000001673
